,Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch SF,Screen Porch SF,Pool QC,Fence,Misc Val,Mo Sold,SalePrice,>4000SF,MS Zoning_C (all),MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Alley_Grvl,Alley_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_NoSeWa,Utilities_NoSewr,Lot Config_NotCulDSac,Land Slope_Mod,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_notTwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Not,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_ImStucc,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Garage Type_Out,Misc Feature_Elev,Misc Feature_Gar2,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD ,finished_Unf
979,394,527402220,20,0.0,8750,5,6,1970,1970,76.0,1,2,2,2,2,1,4,828.0,1,0.0,174.0,1002.0,2,1,4.0,1002,0,0,1002,1.0,0.0,1,0,3,1,2,5,7,0,0,1973.0,1,902.0,2,2,0,0,0,0,0,0,2,0,8,148500.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
980,1738,528222050,60,73.0,8499,6,5,2006,2007,0.0,1,2,4,3,2,1,1,0.0,1,0.0,616.0,616.0,4,1,4.0,616,796,0,1412,0.0,0.0,2,1,3,1,3,6,7,1,3,2007.0,3,432.0,2,2,0,36,0,0,0,0,5,0,3,156932.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
981,1196,534225110,90,72.0,11072,5,5,1965,1965,0.0,1,2,2,2,2,1,1,0.0,1,0.0,1728.0,1728.0,2,1,4.0,1728,0,0,1728,0.0,0.0,2,0,6,2,2,10,7,0,0,1987.0,1,576.0,2,2,0,0,0,0,0,0,5,0,11,145000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
982,828,906380210,20,64.0,6762,7,5,2007,2007,0.0,2,2,4,3,2,2,6,902.0,1,0.0,380.0,1282.0,4,1,4.0,1290,0,0,1290,1.0,0.0,2,0,2,1,3,6,7,1,3,2007.0,2,662.0,2,2,168,0,0,0,0,0,5,0,5,200000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
983,1694,528106110,20,105.0,15431,10,5,2005,2006,400.0,3,2,4,4,2,3,6,1430.0,1,0.0,564.0,1994.0,4,1,4.0,2046,0,0,2046,1.0,0.0,2,1,2,1,4,7,7,2,3,2005.0,3,878.0,2,2,188,65,0,0,175,0,5,0,8,450000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
984,571,533213040,160,34.0,3230,6,5,1999,1999,894.0,1,2,4,3,2,1,6,381.0,1,0.0,348.0,729.0,3,1,4.0,742,729,0,1471,0.0,0.0,2,1,3,1,2,6,7,0,0,1999.0,1,440.0,2,2,0,24,0,0,0,0,5,0,3,172500.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
985,1192,534177180,60,90.0,10800,6,7,1974,1997,0.0,1,2,2,2,2,1,5,956.0,3,182.0,384.0,1522.0,2,1,4.0,1548,1066,0,2614,0.0,0.0,2,1,4,1,2,9,7,1,2,1974.0,2,624.0,2,2,38,243,0,0,0,0,5,0,6,240000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
986,1806,528482090,60,102.0,11143,8,5,2004,2005,0.0,2,2,4,3,2,1,1,0.0,1,0.0,1580.0,1580.0,4,1,4.0,1580,886,0,2466,0.0,0.0,3,0,4,1,3,8,7,1,3,2004.0,2,610.0,2,2,159,214,0,0,0,0,5,0,12,340000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
987,962,916386140,20,73.0,8925,8,5,2007,2007,0.0,2,2,4,3,2,2,6,16.0,1,0.0,1450.0,1466.0,4,1,4.0,1466,0,0,1466,0.0,0.0,2,0,3,1,3,7,7,0,0,2007.0,3,610.0,2,2,100,18,0,0,0,0,5,0,7,201000.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
988,2142,907203110,20,120.0,10356,5,6,1975,1975,0.0,1,2,2,2,2,2,4,716.0,1,0.0,253.0,969.0,2,1,4.0,969,0,0,969,0.0,0.0,1,1,3,1,2,5,7,0,0,1975.0,1,440.0,2,2,0,0,0,0,0,0,2,0,1,122000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
989,1648,527302090,20,93.0,12299,7,6,1978,1985,67.0,1,2,2,3,2,1,6,1328.0,1,0.0,201.0,1529.0,2,1,4.0,1664,0,0,1664,1.0,0.0,2,0,3,1,3,7,7,1,2,1978.0,3,663.0,2,2,0,0,0,0,0,0,5,0,9,213000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
990,618,534475250,20,90.0,9900,6,5,1967,1967,0.0,2,2,2,2,2,1,3,1173.0,1,0.0,507.0,1680.0,2,1,4.0,1691,0,0,1691,1.0,0.0,1,0,2,1,2,5,7,0,0,1967.0,1,550.0,3,2,0,67,260,0,0,0,2,0,4,175000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
991,2108,906380200,20,64.0,6762,7,5,2007,2007,108.0,2,2,4,3,2,1,6,664.0,1,0.0,544.0,1208.0,4,1,4.0,1208,0,0,1208,1.0,0.0,2,0,2,1,3,6,7,0,0,2007.0,2,628.0,2,2,105,54,0,0,0,0,5,0,9,195400.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
992,772,905103070,20,75.0,11625,5,6,1967,1967,172.0,1,2,2,2,2,1,4,527.0,1,0.0,525.0,1052.0,2,1,4.0,1052,0,0,1052,0.0,0.0,1,1,3,1,2,6,7,1,-1,1984.0,3,668.0,2,2,0,215,0,0,0,0,5,0,4,113500.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
993,2672,903202120,50,65.0,6435,6,5,1939,1950,0.0,1,2,1,2,2,1,1,0.0,1,0.0,972.0,972.0,3,1,4.0,972,605,0,1577,0.0,0.0,1,0,3,1,1,6,7,1,3,1939.0,1,312.0,2,2,0,0,0,0,0,0,5,0,10,140200.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
994,2492,532376180,20,65.0,8450,5,6,1968,1968,90.0,1,2,2,2,2,1,4,162.0,3,270.0,450.0,882.0,2,1,4.0,909,0,0,909,0.0,0.0,1,0,3,1,2,5,7,0,0,1968.0,1,294.0,2,2,0,155,0,0,0,0,2,0,11,116000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,2903,921205050,20,88.0,11577,9,5,2005,2006,382.0,3,2,4,3,2,3,6,1455.0,1,0.0,383.0,1838.0,4,1,4.0,1838,0,0,1838,1.0,0.0,2,0,3,1,4,9,7,1,3,2005.0,3,682.0,2,2,161,225,0,0,0,0,5,0,9,359900.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
996,2783,907201160,60,50.0,8340,6,6,1977,1977,62.0,1,2,2,3,2,2,6,509.0,1,0.0,166.0,675.0,2,1,4.0,686,702,0,1388,0.0,0.0,1,1,3,1,2,6,7,0,0,1977.0,1,317.0,2,2,406,36,0,0,0,0,5,0,12,157500.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
997,786,905401100,20,0.0,10708,5,5,1955,1993,0.0,2,2,2,2,2,1,2,379.0,4,768.0,470.0,1617.0,4,1,3.0,1867,0,0,1867,1.0,0.0,1,0,2,1,2,7,7,3,3,1955.0,3,303.0,2,2,476,0,0,0,142,0,3,0,11,190000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,740,903230100,30,60.0,6911,5,5,1924,1950,0.0,1,2,4,2,2,2,2,405.0,1,0.0,740.0,1145.0,2,1,4.0,1301,0,0,1301,0.0,0.0,1,0,2,1,1,5,6,0,0,1965.0,1,440.0,2,2,0,0,0,0,0,0,5,0,10,100000.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
999,2546,534403280,20,80.0,8800,6,6,1964,1964,425.0,1,2,2,2,2,1,4,553.0,1,0.0,698.0,1251.0,2,1,4.0,1251,0,0,1251,1.0,0.0,1,0,3,1,2,6,7,2,3,1964.0,2,461.0,2,2,0,116,0,0,0,0,2,700,3,160000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1000,851,907194160,20,65.0,10739,7,5,2002,2001,68.0,2,2,4,3,2,1,6,1259.0,1,0.0,172.0,1431.0,4,1,4.0,1444,0,0,1444,1.0,0.0,2,0,3,1,3,6,7,0,0,2002.0,2,577.0,2,2,144,40,0,0,0,0,5,0,4,203000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1001,1833,533120030,60,0.0,9572,8,5,1990,1990,336.0,2,2,4,4,2,1,6,482.0,1,0.0,971.0,1453.0,4,1,4.0,1453,1357,0,2810,0.0,0.0,2,1,4,1,3,9,7,1,4,1990.0,2,750.0,3,2,500,0,0,0,0,0,5,0,6,302000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1002,76,531451110,120,50.0,8012,6,5,1980,1980,0.0,1,2,2,3,2,1,4,543.0,4,119.0,261.0,923.0,2,1,4.0,923,0,0,923,0.0,0.0,2,0,2,1,2,5,7,1,2,1980.0,2,264.0,2,2,80,0,0,0,0,0,5,0,5,143000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1003,2151,907270040,60,66.0,16226,8,5,1998,1999,0.0,2,2,4,3,2,1,6,281.0,1,0.0,747.0,1028.0,4,1,4.0,1210,1242,0,2452,0.0,0.0,2,1,4,1,3,9,7,1,2,1998.0,3,683.0,2,2,208,50,0,0,0,0,5,0,5,267000.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1004,1880,534252070,90,0.0,10899,4,5,1964,1964,0.0,1,2,0,0,0,1,0,0.0,0,0.0,0.0,0.0,2,0,4.0,1224,0,0,1224,0.0,0.0,2,0,2,2,2,8,7,0,0,1964.0,1,530.0,2,2,0,0,0,0,0,0,5,0,4,103000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1005,2907,923203100,120,32.0,4500,6,5,1998,1998,443.0,1,3,4,4,3,1,6,1201.0,1,0.0,36.0,1237.0,4,1,4.0,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,7,0,0,1998.0,3,405.0,2,2,0,199,0,0,0,0,5,0,3,153500.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1006,1831,532479120,85,0.0,16647,5,5,1975,1981,0.0,1,2,2,3,2,3,5,1390.0,1,0.0,0.0,1390.0,2,1,4.0,1701,0,0,1701,1.0,0.0,2,0,3,1,2,6,5,2,2,1975.0,3,611.0,2,2,0,0,0,0,0,0,5,0,1,171000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1007,2836,908227030,50,62.0,8707,4,5,1924,1950,0.0,1,2,1,2,2,1,1,0.0,1,0.0,1093.0,1093.0,2,0,2.0,1093,576,0,1669,0.0,0.0,1,1,4,1,2,9,5,0,0,1924.0,1,288.0,1,2,0,0,56,0,0,0,5,0,5,107000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1008,1955,535403030,20,66.0,8300,6,6,1968,1968,86.0,1,2,2,2,2,2,3,952.0,1,0.0,0.0,952.0,3,1,4.0,952,0,0,952,1.0,0.0,1,0,3,1,2,5,7,0,0,1968.0,1,288.0,2,2,0,0,0,0,0,0,5,0,8,128500.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
